market;funding_total_usd;status;country_code;city;funding_rounds;founded_year;seed;venture;equity_crowdfunding;undisclosed;convertible_note;debt_financing;angel;grant;private_equity;product_crowdfunding;round_A;round_B;round_C;round_D;round_E;round_F;round_G;round_H
390;265064;0;1;1;1;2013;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
200;40000;0;112;2937;1;2010;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
697;294386;0;53;3762;2;2013;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
410;3000000;0;112;2754;2;2007;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
648;9250000;0;1;1;1;2004;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
674;1353678;0;112;2784;1;2013;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
97;500000;0;1;1;1;2013;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
323;849988;0;112;2323;3;2010;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
188;198216;0;1;1;1;2011;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
515;21725000;0;112;2560;4;2011;1;1;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0
515;270820;0;36;12;1;2013;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
507;7000000;0;112;2456;1;2013;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
496;1000000;0;112;3309;1;2012;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
589;1261800;0;101;3567;1;2011;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
200;300000000;0;112;2560;1;1917;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
59;17400000;0;112;183;4;2003;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
308;41300000;0;112;1380;3;2006;0;1;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0
59;33200000;0;112;3054;3;2001;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
114;45610000;0;112;569;3;2003;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
323;15000;0;112;1424;1;2013;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
308;15000000;1;112;3616;1;2003;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
206;2500;0;1;1;2;2014;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
635;40000;0;110;1906;2;2011;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
151;22900000;0;112;2784;3;2009;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
200;5000000;0;57;1;2;2012;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
738;15918631;0;40;2099;5;2008;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
154;7000000;0;40;2099;1;2008;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
642;56900;0;1;1;1;2012;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
93;145000;0;112;3020;1;2012;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
278;1200000;1;112;1271;2;2010;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
200;2139250;0;22;275;2;2005;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
122;150000;0;35;550;1;2010;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
99;32544866;0;112;564;6;2008;0;1;0;0;0;1;0;0;1;0;0;0;1;1;0;1;0;0
642;2520599;0;112;4028;1;2012;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
586;688530;0;19;3851;2;2010;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
200;500000;0;16;3193;1;2012;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
260;43500000;1;112;3265;3;2010;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
20;7500000;0;112;564;2;1995;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
259;750000;0;112;170;1;2011;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
154;1000000;0;112;2560;2;2011;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
159;2000000;0;112;170;1;2014;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
642;3742188;0;112;2065;3;1977;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;53500000;0;112;825;4;1999;0;1;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0
200;12879637;0;40;851;1;2009;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
200;12060066;0;40;2012;2;2004;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
703;1400000;0;112;254;1;2001;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
703;10864240;0;112;3921;1;2011;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
431;154980;0;112;1689;1;2008;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
256;45000000;0;112;2019;2;2005;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
703;2610000;0;112;3291;2;1982;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
248;1500000;0;19;3851;2;2012;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
278;130000;0;1;1;2;2012;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
431;2569043;0;112;338;2;2011;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
373;15600000;0;112;2560;3;2011;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
307;1028265;0;112;2364;2;2009;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
128;220000;0;112;959;1;2011;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
308;31200000;1;112;3269;2;2005;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
420;10000000;0;112;3020;1;2002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
583;8000000;0;112;3265;1;2001;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
740;8400000;0;112;3269;1;1998;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
425;2500000;0;49;695;1;1991;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
425;393000;0;112;2456;2;2010;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
475;120000;0;112;3265;1;2014;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
59;9999999;0;112;2942;1;2000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
234;100000;0;112;2304;1;2008;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
580;32495730;0;112;3269;4;2004;0;1;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0
256;125000;0;112;3529;1;2011;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
642;14000000;0;112;1271;1;2000;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
41;7385000;0;112;2439;5;2007;0;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0
369;40000;0;21;3315;1;2009;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
490;2000000;0;89;922;2;2012;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
628;125000;0;52;3680;2;2012;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
200;130552663;0;112;184;5;2005;0;1;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0
131;5000000;0;93;2440;1;2010;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
278;2000000;0;89;3005;2;2012;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
642;4895573;0;19;3851;1;2012;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
642;2358985;0;112;1165;3;2011;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
8;10000000;1;112;2560;1;2004;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
419;3000000;0;112;2516;1;1983;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
642;1040000;0;112;1977;1;2011;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
305;1900000;0;40;2099;1;2010;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
642;8000000;0;112;1640;1;2000;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
703;115000000;0;112;3265;1;2010;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
703;2500;0;1;1;1;2012;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
307;1557700;0;38;3792;1;2003;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
406;1950000;0;112;718;1;2011;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;938830;0;60;3377;2;2013;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
234;140000;0;1;1;1;2010;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
431;240000;0;112;2560;3;2011;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
94;16000000;0;112;1730;2;2011;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
628;4000000;0;52;1846;2;2011;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0
642;35869729;0;112;2456;3;2000;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
200;467289;0;6;478;1;2013;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
655;6000000;0;112;2112;1;2012;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
740;5000000;0;112;1271;1;1996;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
642;1700000;0;31;823;1;2012;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
653;400000;0;112;3265;1;2011;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
154;4500000;0;112;3265;1;2011;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
416;26517500;0;5;4148;2;2004;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
200;74675009;0;112;3309;4;2010;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
308;10335613;0;112;2581;3;2008;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
307;4061906;0;112;417;2;1996;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
94;24000000;0;112;3803;1;1997;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
59;40000;0;21;3315;1;2012;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
59;380000;0;112;807;1;2012;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
597;1300000;0;20;1984;1;2006;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
200;5430000;0;1;1;3;2012;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
740;30860000;0;112;3616;2;2001;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
256;40000;0;112;2560;1;2012;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
612;2000000;0;112;3250;1;2014;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
431;40000;0;50;1007;1;2011;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
126;2100000;0;1;1;1;2013;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
234;955000;0;57;3776;1;2012;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
212;680000;0;112;436;1;2013;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
59;2500000;0;112;289;1;2008;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
125;1000000;0;112;184;1;2011;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
454;97000;0;1;1;2;2012;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
454;1700000;0;112;3265;2;2012;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
304;500000000;1;112;3309;1;2006;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
454;120000000;0;1;1;2;2013;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
104;369318;0;9;124;2;2013;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
454;39120;0;1;1;1;2013;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
628;150000;0;93;2440;1;2011;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
577;1218770;0;19;553;2;2012;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
655;70000;0;112;2560;1;2012;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
154;1044794;0;112;2560;2;2012;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
746;1260228;0;40;686;1;2010;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
49;2000000;0;112;2112;1;2011;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
200;8500000;0;112;3265;3;2010;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
154;450000;0;112;2112;1;2009;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
703;88372;0;60;3377;1;2012;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
200;10200000;0;16;3193;1;2009;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
307;1609173;0;112;718;1;1999;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
44;1200000;0;72;2319;1;2012;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
635;15000000;1;112;3265;1;2005;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
597;69600000;1;112;3303;3;2003;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
421;150000;0;112;2112;2;2009;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
412;10000000;0;112;3276;1;2011;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
431;300000;0;112;3356;1;2012;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
307;66299;0;30;2466;1;2012;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
628;100000;0;22;3390;1;2008;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
201;37200000;0;112;3616;4;2004;0;1;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0
152;140000;0;21;3315;1;2014;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
307;8503472;0;38;1128;2;2011;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
482;250000;0;112;2696;1;2006;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
59;212135;0;40;1062;1;2013;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
419;1918089;0;112;3714;4;2011;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
323;3515401;0;39;2416;4;2007;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
278;5350000;0;112;184;4;2012;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
622;150000;0;1;1;1;2010;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
206;389590;0;36;2178;2;2011;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
336;9522;0;1;1;1;2010;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
642;3500000;0;112;2054;2;2011;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
642;70000;0;112;184;2;2013;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
51;20000;0;112;2175;1;2014;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
642;75000;0;112;1730;1;1999;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
183;573614;0;40;2099;2;2012;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
642;25000;0;112;2937;1;2011;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
124;5600000;0;112;3265;2;2012;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
41;66250000;0;112;2110;3;2013;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
628;400000;1;40;2099;1;2011;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
145;165992;0;40;1062;1;2013;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
740;11600017;0;112;2745;2;1991;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
305;320000;0;81;98;2;2012;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
642;500000;0;30;966;1;2011;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
642;9500000;0;53;2347;2;2007;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
717;3250000;0;112;2560;2;2009;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
703;7216281;1;1;1;2;2009;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
519;1650000;0;1;1;3;2007;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
345;45000000;0;93;2440;3;2008;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
256;10000000;0;112;2560;1;2011;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
154;6500000;1;112;2560;1;2006;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
51;250000;0;112;3265;2;2013;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
642;355000;1;112;3616;1;2012;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
642;25518015;0;112;1640;6;2005;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
591;2026620;0;101;2133;2;2007;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
749;500000;0;112;2560;1;2008;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
642;1666340;0;112;184;1;2006;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
200;5147;0;38;1555;1;2009;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
431;43923865;0;1;1;1;2008;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
122;3000000;0;22;275;1;1995;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
431;2420000;0;1;1;1;1996;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
154;20000000;0;22;275;1;2005;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
278;18237232;0;1;1;2;2010;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
431;8759124;0;30;3594;1;2002;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
425;86370000;0;22;275;5;2000;0;1;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0
410;4392386;0;1;1;1;2008;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
431;3174603;0;1;1;1;2010;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
642;30000000;0;22;275;1;1999;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
717;12000000;0;22;275;2;2007;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
591;3000000;0;22;1477;1;2004;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
200;70500000;0;22;275;5;2004;0;1;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0
8;50000000;0;22;275;5;2006;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
431;1647446;0;22;275;1;2003;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
589;3578158;0;22;275;2;1993;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
420;10248901;0;22;275;1;1993;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
740;8000000;1;52;3680;2;2004;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
278;755700;0;22;275;1;2011;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
200;6914294;0;22;275;2;2011;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
750;43400000;1;19;1800;3;2002;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0
251;40000;0;21;1974;1;2013;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
751;15000000;0;16;3193;2;2007;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
154;7000000;1;112;2560;1;2008;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
409;3486023;0;112;675;2;2007;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
431;50000;0;9;1341;1;2011;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
59;4500000;0;112;3265;2;2009;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
154;10300000;0;112;3265;1;2003;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
200;4070000;0;95;3432;2;2011;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
739;3000000;0;29;2955;1;2012;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
59;187291;0;112;2175;1;2007;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
125;100000;0;112;564;1;2014;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
105;7800000;0;112;684;4;2013;1;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0
59;145932588;0;112;1640;10;2004;1;1;0;0;0;1;0;1;0;0;1;1;1;0;0;0;0;0
406;24975000;0;112;718;4;2011;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
44;75000;0;112;3375;1;2011;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
420;105000;0;112;417;1;2011;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
59;12400000;0;1;1;1;1981;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
200;575000;0;112;2560;1;2013;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
703;100000;0;112;1557;1;2010;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
519;150000;0;112;953;4;2008;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
609;2767387;0;53;1;1;2011;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
696;1740000;0;95;3432;4;2012;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
122;350000;0;112;273;2;2003;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
642;7000000;0;112;2711;1;2001;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
256;3000000;0;19;3851;3;2012;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
368;7800000;0;112;718;2;2010;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
308;35513893;0;112;3263;4;2004;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0
642;6524375;0;40;3505;1;2003;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
87;550000;0;1;1;2;2012;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
642;7157090;0;112;3265;3;2012;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
59;95000;0;112;210;1;2011;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
642;3330000;0;112;2560;3;2011;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
59;2000000;0;112;3128;1;2011;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
413;1700000;0;90;1895;1;2011;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
703;150000;0;112;2858;1;2012;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
628;225000;0;112;1640;2;2007;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
59;1080971;0;112;3020;5;2012;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
8;75000000;0;112;4104;1;1984;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
750;59330248;0;112;353;3;2010;0;1;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0
308;149465921;0;112;3303;8;2004;0;1;0;0;0;1;0;0;0;0;0;1;1;1;1;0;0;0
470;1500000;0;112;3512;1;2011;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
69;70000;0;1;1;1;2012;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
328;200000;0;81;466;1;2009;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
653;1200000;1;112;3265;1;2000;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
642;1300000;0;40;2099;1;2005;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
41;7533014;0;112;3480;4;1924;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
431;12000000;0;112;2784;2;2004;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
165;7500000;1;19;3745;2;2008;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
460;20250000;1;112;3303;3;2001;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
200;1642500;0;112;2560;4;2005;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
75;65000;0;30;316;1;2013;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
497;499367;0;40;2099;1;2011;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
200;5000000;0;48;1735;2;2011;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
59;11500142;0;112;272;2;2009;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
178;1000000;0;112;184;1;2011;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
703;144;0;112;2122;1;2014;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
431;75000;0;112;1600;1;2012;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
200;3911643;0;112;2560;5;2010;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
308;2100000;0;112;3265;2;2009;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
154;875000;0;112;2560;3;2011;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
